customer_city,customer_state,total_orders,delivered_orders,cancelled_orders,total_spent,average_order_value,maximum_order_value,minimum_order_value,average_payment_installments,preferred_payment_type,total_items_purchased,unique_products,unique_categories,favorite_category,average_items_per_order,average_review_score,average_delivery_days,average_delivery_delay,on_time_delivery_rate,delayed_delivery_rate,customer_tenure_days,purchase_frequency,average_purchase_gap,spending_intensity,repeat_customer,cancel_rate,one_time_buyer,high_spender,delivery_delay_category,churn_flag,predicted_churn,churn_probability,risk_segment
passo de torres,SC,1,1,0,105.28,105.28,105.28,105.28,5.0,credit_card,1.0,1.0,1.0,casa_conforto,1.0,1.0,11.0,-12.0,1.0,0.0,0,1.0,0.0,105.28,0,0.0,1,0,Slightly Early,1,1,0.8195863,High Risk
contagem,MG,1,1,0,105.38,105.38,105.38,105.38,5.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,5.0,19.0,-3.0,1.0,0.0,0,1.0,0.0,105.38,0,0.0,1,0,On Time,1,1,0.7524057,High Risk
sao caetano do sul,SP,1,1,0,82.52,82.52,82.52,82.52,1.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,5.0,13.0,-15.0,1.0,0.0,0,1.0,0.0,82.52,0,0.0,1,0,Slightly Early,1,1,0.8736307,High Risk
lagoa dourada,MG,1,1,0,76.99,76.99,76.99,76.99,7.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,5.0,10.0,-16.0,1.0,0.0,0,1.0,0.0,76.99,0,0.0,1,0,Slightly Early,1,1,0.88244593,High Risk
rio de janeiro,RJ,1,1,0,292.63,292.63,292.63,292.63,3.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,5.0,11.0,-8.0,1.0,0.0,0,1.0,0.0,292.63,0,0.0,1,1,On Time,1,1,0.8738489,High Risk
sao paulo,SP,1,1,0,427.1,427.1,427.1,427.1,3.0,credit_card,1.0,1.0,1.0,eletronicos,1.0,5.0,6.0,-9.0,1.0,0.0,0,1.0,0.0,427.1,0,0.0,1,1,On Time,1,1,0.6457426,Medium Risk
sao paulo,SP,1,1,0,194.87,194.87,194.87,194.87,8.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,5.0,9.0,-15.0,1.0,0.0,0,1.0,0.0,194.87,0,0.0,1,1,Slightly Early,1,1,0.7716984,High Risk
marica,RJ,2,2,0,277.99,138.995,247.86,30.13,4.5,credit_card,3.0,2.0,2.0,esporte_lazer,1.5,3.0,6.0,-17.0,1.0,0.0,99,0.02,49.5,139.0,1,0.0,0,1,Slightly Early,0,1,0.6154841,Medium Risk
fortaleza,CE,1,1,0,75.79,75.79,75.79,75.79,1.0,credit_card,1.0,1.0,1.0,papelaria,1.0,5.0,13.0,-21.0,1.0,0.0,0,1.0,0.0,75.79,0,0.0,1,0,Early Delivery,1,1,0.75943786,High Risk
tremembe,SP,1,1,0,247.15,247.15,247.15,247.15,1.0,boleto,1.0,1.0,1.0,automotivo,1.0,5.0,11.0,-7.0,1.0,0.0,0,1.0,0.0,247.15,0,0.0,1,1,On Time,1,1,0.76879567,High Risk
belo horizonte,MG,1,1,0,847.82,847.82,847.82,847.82,10.0,credit_card,1.0,1.0,1.0,bebes,1.0,1.0,13.0,-22.0,1.0,0.0,0,1.0,0.0,847.82,0,0.0,1,1,Early Delivery,1,1,0.75137436,High Risk
ceu azul,PR,1,1,0,56.08,56.08,56.08,56.08,5.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,5.0,14.0,-18.0,1.0,0.0,0,1.0,0.0,56.08,0,0.0,1,0,Slightly Early,1,1,0.84232724,High Risk
sao caetano do sul,SP,1,1,0,45.22,45.22,45.22,45.22,4.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,5.0,5.0,-14.0,1.0,0.0,0,1.0,0.0,45.22,0,0.0,1,0,Slightly Early,1,1,0.6688037,Medium Risk
varginha,MG,1,1,0,130.56,130.56,130.56,130.56,2.0,credit_card,1.0,1.0,1.0,moveis_decoracao,1.0,3.0,13.0,-12.0,1.0,0.0,0,1.0,0.0,130.56,0,0.0,1,1,Slightly Early,1,1,0.8707651,High Risk
santo andre,SP,1,1,0,243.25,243.25,243.25,243.25,1.0,credit_card,1.0,1.0,1.0,telefonia,1.0,5.0,10.0,-2.0,1.0,0.0,0,1.0,0.0,243.25,0,0.0,1,1,On Time,0,1,0.5160494,Medium Risk
sao paulo,SP,1,1,0,65.01,65.01,65.01,65.01,1.0,credit_card,1.0,1.0,1.0,utilidades_domesticas,1.0,5.0,5.0,-8.0,1.0,0.0,0,1.0,0.0,65.01,0,0.0,1,0,On Time,0,1,0.61257094,Medium Risk
morungaba,SP,1,1,0,118.57,118.57,118.57,118.57,4.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,5.0,8.0,-23.0,1.0,0.0,0,1.0,0.0,118.57,0,0.0,1,1,Early Delivery,0,0,0.4784587,Medium Risk
rio de janeiro,RJ,1,1,0,33.0,33.0,33.0,33.0,2.0,credit_card,1.0,1.0,1.0,utilidades_domesticas,1.0,5.0,6.0,-16.0,1.0,0.0,0,1.0,0.0,33.0,0,0.0,1,0,Slightly Early,1,1,0.8230423,High Risk
mogi-guacu,SP,1,1,0,569.44,569.44,569.44,569.44,1.0,boleto,1.0,1.0,1.0,beleza_saude,1.0,4.0,7.0,-8.0,1.0,0.0,0,1.0,0.0,569.44,0,0.0,1,1,On Time,1,1,0.5419652,Medium Risk
campinas,SP,1,1,0,93.8,93.8,93.8,93.8,1.0,boleto,1.0,1.0,1.0,informatica_acessorios,1.0,5.0,16.0,-5.0,1.0,0.0,0,1.0,0.0,93.8,0,0.0,1,0,On Time,0,1,0.8411083,High Risk
mogi das cruzes,SP,1,1,0,375.13,375.13,375.13,375.13,1.0,boleto,1.0,1.0,1.0,perfumaria,1.0,4.0,7.0,-16.0,1.0,0.0,0,1.0,0.0,375.13,0,0.0,1,1,Slightly Early,1,1,0.811543,High Risk
aquiraz,CE,1,1,0,398.85,398.85,398.85,398.85,4.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,5.0,17.0,-19.0,1.0,0.0,0,1.0,0.0,398.85,0,0.0,1,1,Slightly Early,1,1,0.71961427,High Risk
franco da rocha,SP,1,1,0,53.37,53.37,53.37,53.37,5.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,5.0,11.0,-9.0,1.0,0.0,0,1.0,0.0,53.37,0,0.0,1,0,On Time,1,1,0.8350593,High Risk
sao paulo,SP,1,1,0,226.74,226.74,226.74,226.74,1.0,credit_card,1.0,1.0,1.0,agro_industria_e_comercio,1.0,4.0,4.0,-6.0,1.0,0.0,0,1.0,0.0,226.74,0,0.0,1,1,On Time,0,0,0.31243607,Low Risk
fraiburgo,SC,1,0,0,137.08,137.08,137.08,137.08,1.0,credit_card,0.0,0.0,0.0,Unknown,0.0,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,137.08,0,0.0,1,1,On Time,1,1,0.9386766,High Risk
brasilia,DF,1,1,0,69.27,69.27,69.27,69.27,1.0,boleto,1.0,1.0,1.0,cama_mesa_banho,1.0,4.0,16.0,-8.0,1.0,0.0,0,1.0,0.0,69.27,0,0.0,1,0,On Time,1,1,0.863454,High Risk
curitiba,PR,1,1,0,82.64,82.64,82.64,82.64,2.0,credit_card,1.0,1.0,1.0,malas_acessorios,1.0,5.0,12.0,-12.0,1.0,0.0,0,1.0,0.0,82.64,0,0.0,1,0,Slightly Early,1,1,0.90034026,High Risk
rio grande,RS,1,1,0,77.57,77.57,77.57,77.57,1.0,credit_card,1.0,1.0,1.0,utilidades_domesticas,1.0,5.0,12.0,-10.0,1.0,0.0,0,1.0,0.0,77.57,0,0.0,1,0,Slightly Early,1,1,0.8027202,High Risk
rio de janeiro,RJ,1,1,0,176.36,176.36,176.36,176.36,1.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,5.0,13.0,-11.0,1.0,0.0,0,1.0,0.0,176.36,0,0.0,1,1,Slightly Early,1,1,0.917482,High Risk
joao pessoa,PB,1,1,0,152.62,152.62,152.62,152.62,1.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,5.0,8.0,-20.0,1.0,0.0,0,1.0,0.0,152.62,0,0.0,1,1,Early Delivery,0,1,0.5634616,Medium Risk
piracicaba,SP,1,1,0,42.4,42.4,42.4,42.4,1.0,boleto,1.0,1.0,1.0,livros_interesse_geral,1.0,5.0,11.0,1.0,0.0,1.0,0,1.0,0.0,42.4,0,0.0,1,0,Delayed,0,0,0.30152357,Low Risk
rio de janeiro,RJ,1,1,0,132.02,132.02,132.02,132.02,1.0,credit_card,2.0,1.0,1.0,moveis_decoracao,2.0,1.0,32.0,8.0,0.0,1.0,0,1.0,0.0,132.02,0,0.0,1,1,Delayed,1,1,0.94704646,High Risk
ourinhos,SP,1,1,0,166.23,166.23,166.23,166.23,10.0,credit_card,1.0,1.0,1.0,automotivo,1.0,5.0,9.0,-14.0,1.0,0.0,0,1.0,0.0,166.23,0,0.0,1,1,Slightly Early,1,1,0.8552153,High Risk
juiz de fora,MG,1,1,0,141.73,141.73,141.73,141.73,1.0,credit_card,1.0,1.0,1.0,Unknown,1.0,4.0,14.0,-6.0,1.0,0.0,0,1.0,0.0,141.73,0,0.0,1,1,On Time,1,1,0.94436294,High Risk
lagoa santa,MG,1,1,0,133.28,133.28,133.28,133.28,1.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,5.0,10.0,-15.0,1.0,0.0,0,1.0,0.0,133.28,0,0.0,1,1,Slightly Early,1,1,0.73486286,High Risk
batatais,SP,1,1,0,868.19,868.19,868.19,868.19,10.0,credit_card,1.0,1.0,1.0,relogios_presentes,1.0,5.0,5.0,-15.0,1.0,0.0,0,1.0,0.0,868.19,0,0.0,1,1,Slightly Early,1,1,0.6324705,Medium Risk
rio de janeiro,RJ,1,1,0,77.06,77.06,77.06,77.06,1.0,credit_card,1.0,1.0,1.0,ferramentas_jardim,1.0,5.0,27.0,-1.0,1.0,0.0,0,1.0,0.0,77.06,0,0.0,1,0,On Time,1,1,0.9637081,High Risk
sao paulo,SP,1,1,0,69.01,69.01,69.01,69.01,3.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,5.0,4.0,-9.0,1.0,0.0,0,1.0,0.0,69.01,0,0.0,1,0,On Time,0,1,0.6256279,Medium Risk
santa barbara d'oeste,SP,1,1,0,39.1,39.1,39.1,39.1,3.0,credit_card,1.0,1.0,1.0,bebidas,1.0,5.0,7.0,-11.0,1.0,0.0,0,1.0,0.0,39.1,0,0.0,1,0,Slightly Early,0,1,0.6875357,Medium Risk
sao sebastiao do paraiso,MG,1,1,0,268.71,268.71,268.71,268.71,1.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,4.0,10.0,-18.0,1.0,0.0,0,1.0,0.0,268.71,0,0.0,1,1,Slightly Early,1,1,0.85347396,High Risk
sao bernardo do campo,SP,1,0,0,161.96,161.96,161.96,161.96,3.0,credit_card,1.0,1.0,1.0,pet_shop,1.0,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,161.96,0,0.0,1,1,On Time,1,1,0.8056305,High Risk
sao jose do rio preto,SP,1,1,0,29.84,29.84,29.84,29.84,2.0,credit_card,1.0,1.0,1.0,telefonia,1.0,5.0,25.0,5.0,0.0,1.0,0,1.0,0.0,29.84,0,0.0,1,0,Delayed,1,1,0.9327439,High Risk
montes claros,MG,1,1,0,61.44,61.44,61.44,61.44,1.0,credit_card,1.0,1.0,1.0,papelaria,1.0,5.0,9.0,-11.0,1.0,0.0,0,1.0,0.0,61.44,0,0.0,1,0,Slightly Early,0,1,0.7089621,High Risk
feira de santana,BA,1,1,0,158.08,158.08,158.08,158.08,4.0,credit_card,1.0,1.0,1.0,construcao_ferramentas_construcao,1.0,4.0,15.0,-11.0,1.0,0.0,0,1.0,0.0,158.08,0,0.0,1,1,Slightly Early,1,1,0.5169391,Medium Risk
vila velha,ES,1,1,0,276.56,276.56,276.56,276.56,8.0,credit_card,1.0,1.0,1.0,relogios_presentes,1.0,5.0,18.0,-13.0,1.0,0.0,0,1.0,0.0,276.56,0,0.0,1,1,Slightly Early,1,1,0.7768899,High Risk
sao paulo,SP,1,1,0,102.53,102.53,102.53,102.53,2.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,5.0,3.0,-10.0,1.0,0.0,0,1.0,0.0,102.53,0,0.0,1,0,Slightly Early,0,1,0.66488236,Medium Risk
sao bernardo do campo,SP,1,1,0,67.23,67.23,67.23,67.23,1.0,boleto,1.0,1.0,1.0,alimentos,1.0,5.0,6.0,-17.0,1.0,0.0,0,1.0,0.0,67.23,0,0.0,1,0,Slightly Early,0,1,0.67579055,Medium Risk
lagoa santa,MG,1,1,0,28.1,28.1,28.1,28.1,1.0,boleto,1.0,1.0,1.0,bebes,1.0,5.0,8.0,-14.0,1.0,0.0,0,1.0,0.0,28.1,0,0.0,1,0,Slightly Early,1,1,0.82218385,High Risk
jaboatao dos guararapes,PE,1,1,0,142.65,142.65,142.65,142.65,1.0,boleto,1.0,1.0,1.0,moveis_escritorio,1.0,5.0,26.0,-14.0,1.0,0.0,0,1.0,0.0,142.65,0,0.0,1,1,Slightly Early,0,1,0.85046685,High Risk
diadema,SP,1,1,0,123.34,123.34,123.34,123.34,1.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,5.0,5.0,-13.0,1.0,0.0,0,1.0,0.0,123.34,0,0.0,1,1,Slightly Early,0,1,0.69188833,Medium Risk
sao paulo,SP,1,1,0,63.76,63.76,63.76,63.76,4.0,credit_card,1.0,1.0,1.0,automotivo,1.0,3.0,7.0,-11.0,1.0,0.0,0,1.0,0.0,63.76,0,0.0,1,0,Slightly Early,1,1,0.74281615,High Risk
sao paulo,SP,1,1,0,64.1,64.1,64.1,64.1,1.0,credit_card,2.0,1.0,1.0,utilidades_domesticas,2.0,5.0,8.0,-1.0,1.0,0.0,0,1.0,0.0,64.1,0,0.0,1,0,On Time,0,0,0.18219087,Low Risk
palestina,SP,1,1,0,59.98,59.98,59.98,59.98,1.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,5.0,4.0,-15.0,1.0,0.0,0,1.0,0.0,59.98,0,0.0,1,0,Slightly Early,0,1,0.72032475,High Risk
rio de janeiro,RJ,1,1,0,176.39,176.39,176.39,176.39,1.0,credit_card,1.0,1.0,1.0,moveis_escritorio,1.0,3.0,17.0,-19.0,1.0,0.0,0,1.0,0.0,176.39,0,0.0,1,1,Slightly Early,1,1,0.77743626,High Risk
niteroi,RJ,1,1,0,110.57,110.57,110.57,110.57,1.0,boleto,1.0,1.0,1.0,esporte_lazer,1.0,2.0,35.0,16.0,0.0,1.0,0,1.0,0.0,110.57,0,0.0,1,1,Highly Delayed,1,1,0.901996,High Risk
rio de janeiro,RJ,1,0,0,34.13,34.13,34.13,34.13,1.0,credit_card,1.0,1.0,1.0,eletronicos,1.0,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,34.13,0,0.0,1,0,On Time,1,1,0.81016415,High Risk
sao pedro da aldeia,RJ,1,1,0,200.45,200.45,200.45,200.45,3.0,credit_card,1.0,1.0,1.0,relogios_presentes,1.0,5.0,13.0,-18.0,1.0,0.0,0,1.0,0.0,200.45,0,0.0,1,1,Slightly Early,0,1,0.6095147,Medium Risk
campinas,SP,2,2,0,160.01999999999998,80.00999999999999,102.05,57.97,1.0,boleto,2.0,2.0,1.0,cama_mesa_banho,1.0,4.5,6.0,-15.0,1.0,0.0,0,2.0,0.0,80.01,1,0.0,0,1,Slightly Early,1,1,0.86143565,High Risk
sao paulo,SP,1,1,0,47.68,47.68,47.68,47.68,2.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,5.0,2.0,-11.0,1.0,0.0,0,1.0,0.0,47.68,0,0.0,1,0,Slightly Early,1,1,0.7788427,High Risk
sao paulo,SP,1,1,0,442.63,442.63,442.63,442.63,1.0,credit_card,1.0,1.0,1.0,eletronicos,1.0,5.0,9.0,-10.0,1.0,0.0,0,1.0,0.0,442.63,0,0.0,1,1,Slightly Early,0,1,0.81974214,High Risk
reboucas,PR,1,1,0,47.95,47.95,47.95,47.95,1.0,credit_card,1.0,1.0,1.0,alimentos,1.0,5.0,6.0,-15.0,1.0,0.0,0,1.0,0.0,47.95,0,0.0,1,0,Slightly Early,0,0,0.42127284,Medium Risk
rio de janeiro,RJ,1,1,0,150.89,150.89,150.89,150.89,2.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,3.0,11.0,-15.0,1.0,0.0,0,1.0,0.0,150.89,0,0.0,1,1,Slightly Early,1,1,0.88955003,High Risk
conselheiro lafaiete,MG,1,1,0,33.0,33.0,33.0,33.0,3.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,4.0,6.0,-14.0,1.0,0.0,0,1.0,0.0,33.0,0,0.0,1,0,Slightly Early,1,1,0.67889684,Medium Risk
poa,SP,1,1,0,58.69,58.69,58.69,58.69,1.0,credit_card,1.0,1.0,1.0,telefonia,1.0,5.0,6.0,-15.0,1.0,0.0,0,1.0,0.0,58.69,0,0.0,1,0,Slightly Early,1,1,0.7372149,High Risk
barueri,SP,1,1,0,102.64,102.64,102.64,102.64,1.0,boleto,1.0,1.0,1.0,papelaria,1.0,5.0,11.0,-12.0,1.0,0.0,0,1.0,0.0,102.64,0,0.0,1,0,Slightly Early,1,1,0.850235,High Risk
ipu,CE,1,1,0,70.62,70.62,70.62,70.62,1.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,3.0,17.0,-17.0,1.0,0.0,0,1.0,0.0,70.62,0,0.0,1,0,Slightly Early,1,1,0.8910505,High Risk
sao paulo,SP,1,1,0,119.09,119.09,119.09,119.09,1.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,5.0,12.0,-10.0,1.0,0.0,0,1.0,0.0,119.09,0,0.0,1,1,Slightly Early,1,1,0.8501586,High Risk
santa cruz do sul,RS,1,1,0,82.6,82.6,82.6,82.6,1.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,5.0,8.0,-18.0,1.0,0.0,0,1.0,0.0,82.6,0,0.0,1,0,Slightly Early,1,1,0.7982135,High Risk
camacari,BA,1,1,0,62.05,62.05,62.05,62.05,1.0,credit_card,1.0,1.0,1.0,telefonia,1.0,3.0,29.0,9.0,0.0,1.0,0,1.0,0.0,62.05,0,0.0,1,0,Delayed,1,1,0.7361882,High Risk
sao paulo,SP,1,1,0,196.68,98.34,175.49,21.19,1.0,credit_card,3.0,1.0,1.0,moveis_decoracao,3.0,4.0,9.0,-14.0,1.0,0.0,0,1.0,0.0,196.68,0,0.0,1,1,Slightly Early,0,1,0.8126001,High Risk
sao paulo,SP,1,1,0,35.44,35.44,35.44,35.44,1.0,credit_card,1.0,1.0,1.0,eletrodomesticos,1.0,5.0,2.0,-22.0,1.0,0.0,0,1.0,0.0,35.44,0,0.0,1,0,Early Delivery,1,1,0.51062506,Medium Risk
salvador,BA,1,1,0,150.98,150.98,150.98,150.98,1.0,debit_card,1.0,1.0,1.0,ferramentas_jardim,1.0,4.0,12.0,-8.0,1.0,0.0,0,1.0,0.0,150.98,0,0.0,1,1,On Time,0,0,0.35539758,Low Risk
santa albertina,SP,1,1,0,45.86,45.86,45.86,45.86,3.0,credit_card,1.0,1.0,1.0,ferramentas_jardim,1.0,5.0,5.0,-16.0,1.0,0.0,0,1.0,0.0,45.86,0,0.0,1,0,Slightly Early,1,1,0.70197785,High Risk
barueri,SP,1,1,0,57.11,57.11,57.11,57.11,1.0,boleto,1.0,1.0,1.0,beleza_saude,1.0,5.0,5.0,-11.0,1.0,0.0,0,1.0,0.0,57.11,0,0.0,1,0,Slightly Early,1,1,0.6300001,Medium Risk
pongai,SP,1,1,0,47.61,47.61,47.61,47.61,1.0,boleto,1.0,1.0,1.0,cama_mesa_banho,1.0,4.0,15.0,-3.0,1.0,0.0,0,1.0,0.0,47.61,0,0.0,1,0,On Time,1,1,0.817712,High Risk
rio de janeiro,RJ,1,1,0,145.56,145.56,145.56,145.56,10.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,5.0,13.0,-9.0,1.0,0.0,0,1.0,0.0,145.56,0,0.0,1,1,On Time,1,1,0.95528513,High Risk
itaguai,RJ,1,1,0,173.59,173.59,173.59,173.59,1.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,5.0,11.0,-15.0,1.0,0.0,0,1.0,0.0,173.59,0,0.0,1,1,Slightly Early,1,1,0.7924195,High Risk
goiania,GO,1,1,0,42.91,42.91,42.91,42.91,1.0,boleto,1.0,1.0,1.0,Unknown,1.0,5.0,10.0,-14.0,1.0,0.0,0,1.0,0.0,42.91,0,0.0,1,0,Slightly Early,1,1,0.8947417,High Risk
ipatinga,MG,1,1,0,59.46,59.46,59.46,59.46,5.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,0.0,9.0,-2.0,1.0,0.0,0,1.0,0.0,59.46,0,0.0,1,0,On Time,0,0,0.16968638,Low Risk
estancia velha,RS,1,1,0,149.08,149.08,149.08,149.08,2.0,credit_card,1.0,1.0,1.0,malas_acessorios,1.0,5.0,17.0,-9.0,1.0,0.0,0,1.0,0.0,149.08,0,0.0,1,1,On Time,1,1,0.8857345,High Risk
rio de janeiro,RJ,1,1,0,58.27,58.27,58.27,58.27,1.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,0.0,14.0,-6.0,1.0,0.0,0,1.0,0.0,58.27,0,0.0,1,0,On Time,1,1,0.9390828,High Risk
campo grande,MS,1,1,0,206.08,206.08,206.08,206.08,1.0,credit_card,1.0,1.0,1.0,fashion_underwear_e_moda_praia,1.0,5.0,15.0,-10.0,1.0,0.0,0,1.0,0.0,206.08,0,0.0,1,1,Slightly Early,1,1,0.8389185,High Risk
vitoria,ES,1,1,0,57.72,57.72,57.72,57.72,1.0,credit_card,1.0,1.0,1.0,alimentos_bebidas,1.0,4.0,12.0,-16.0,1.0,0.0,0,1.0,0.0,57.72,0,0.0,1,0,Slightly Early,1,1,0.8223624,High Risk
pitangui,MG,1,1,0,105.83,105.83,105.83,105.83,2.0,credit_card,1.0,1.0,1.0,telefonia,1.0,5.0,12.0,-18.0,1.0,0.0,0,1.0,0.0,105.83,0,0.0,1,0,Slightly Early,1,1,0.86115515,High Risk
sete lagoas,MG,1,1,0,210.54,210.54,210.54,210.54,2.0,credit_card,1.0,1.0,1.0,Unknown,1.0,4.0,13.0,-7.0,1.0,0.0,0,1.0,0.0,210.54,0,0.0,1,1,On Time,1,1,0.9453686,High Risk
sao paulo,SP,1,1,0,218.74,218.74,218.74,218.74,4.0,credit_card,1.0,1.0,1.0,eletrodomesticos_2,1.0,4.0,1.0,-1.0,1.0,0.0,0,1.0,0.0,218.74,0,0.0,1,1,On Time,0,0,0.040941592,Low Risk
sao paulo,SP,1,1,0,89.25,89.25,89.25,89.25,1.0,credit_card,1.0,1.0,1.0,moveis_decoracao,1.0,5.0,3.0,-22.0,1.0,0.0,0,1.0,0.0,89.25,0,0.0,1,0,Early Delivery,1,1,0.5798763,Medium Risk
teresina,PI,1,1,0,122.35,122.35,122.35,122.35,1.0,voucher,1.0,1.0,1.0,esporte_lazer,1.0,4.0,12.0,-15.0,1.0,0.0,0,1.0,0.0,122.35,0,0.0,1,1,Slightly Early,0,1,0.80161905,High Risk
brasilia,DF,1,1,0,162.79,162.79,162.79,162.79,1.0,boleto,1.0,1.0,1.0,cool_stuff,1.0,3.0,19.0,-7.0,1.0,0.0,0,1.0,0.0,162.79,0,0.0,1,1,On Time,0,1,0.90180373,High Risk
joinville,SC,1,1,0,139.93,139.93,139.93,139.93,3.0,credit_card,1.0,1.0,1.0,perfumaria,1.0,5.0,11.0,-12.0,1.0,0.0,0,1.0,0.0,139.93,0,0.0,1,1,Slightly Early,0,1,0.7483047,High Risk
santos,SP,1,1,0,86.61,86.61,86.61,86.61,2.0,credit_card,1.0,1.0,1.0,cool_stuff,1.0,3.0,9.0,-18.0,1.0,0.0,0,1.0,0.0,86.61,0,0.0,1,0,Slightly Early,1,1,0.9173942,High Risk
serra,ES,1,1,0,68.12,68.12,68.12,68.12,1.0,voucher,1.0,1.0,1.0,perfumaria,1.0,5.0,8.0,-13.0,1.0,0.0,0,1.0,0.0,68.12,0,0.0,1,0,Slightly Early,1,1,0.7996757,High Risk
bauru,SP,1,1,0,24.35,24.35,24.35,24.35,2.0,credit_card,1.0,1.0,1.0,telefonia,1.0,4.0,9.0,-11.0,1.0,0.0,0,1.0,0.0,24.35,0,0.0,1,0,Slightly Early,1,1,0.8894975,High Risk
ribeirao do pinhal,PR,1,1,0,89.97,89.97,89.97,89.97,1.0,voucher,1.0,1.0,1.0,utilidades_domesticas,1.0,5.0,9.0,-16.0,1.0,0.0,0,1.0,0.0,89.97,0,0.0,1,0,Slightly Early,1,1,0.70975167,High Risk
pinhalzinho,SP,1,1,0,210.11,210.11,210.11,210.11,1.0,credit_card,1.0,1.0,1.0,eletronicos,1.0,4.0,23.0,-6.0,1.0,0.0,0,1.0,0.0,210.11,0,0.0,1,1,On Time,1,1,0.8642957,High Risk
sao simao,SP,1,1,0,210.89,210.89,210.89,210.89,1.0,boleto,1.0,1.0,1.0,brinquedos,1.0,5.0,11.0,-15.0,1.0,0.0,0,1.0,0.0,210.89,0,0.0,1,1,Slightly Early,1,1,0.8865114,High Risk
rio de janeiro,RJ,1,1,0,242.37,242.37,242.37,242.37,1.0,boleto,1.0,1.0,1.0,cama_mesa_banho,1.0,4.0,18.0,-2.0,1.0,0.0,0,1.0,0.0,242.37,0,0.0,1,1,On Time,1,1,0.88337857,High Risk
curitiba,PR,1,1,0,172.13,172.13,172.13,172.13,1.0,credit_card,1.0,1.0,1.0,moveis_decoracao,1.0,5.0,8.0,-15.0,1.0,0.0,0,1.0,0.0,172.13,0,0.0,1,1,Slightly Early,0,1,0.7281758,High Risk
nilopolis,RJ,1,1,0,29.51,29.51,29.51,29.51,1.0,credit_card,1.0,1.0,1.0,utilidades_domesticas,1.0,5.0,8.0,-14.0,1.0,0.0,0,1.0,0.0,29.51,0,0.0,1,0,Slightly Early,1,1,0.7639507,High Risk
contagem,MG,1,1,0,40.84,40.84,40.84,40.84,1.0,credit_card,1.0,1.0,1.0,alimentos,1.0,5.0,2.0,-12.0,1.0,0.0,0,1.0,0.0,40.84,0,0.0,1,0,Slightly Early,0,0,0.24229123,Low Risk
rio de janeiro,RJ,1,1,0,61.4,61.4,61.4,61.4,1.0,credit_card,1.0,1.0,1.0,moveis_decoracao,1.0,5.0,7.0,-20.0,1.0,0.0,0,1.0,0.0,61.4,0,0.0,1,0,Early Delivery,0,1,0.6513501,Medium Risk
itaquaquecetuba,SP,1,1,0,99.68,99.68,99.68,99.68,4.0,credit_card,1.0,1.0,1.0,alimentos,1.0,4.0,6.0,-12.0,1.0,0.0,0,1.0,0.0,99.68,0,0.0,1,0,Slightly Early,0,1,0.55727434,Medium Risk
juruaia,MG,1,1,0,72.14,72.14,72.14,72.14,2.0,credit_card,1.0,1.0,1.0,perfumaria,1.0,5.0,19.0,-12.0,1.0,0.0,0,1.0,0.0,72.14,0,0.0,1,0,Slightly Early,1,1,0.94312483,High Risk
guara,SP,1,1,0,193.72,193.72,193.72,193.72,2.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,4.0,11.0,-14.0,1.0,0.0,0,1.0,0.0,193.72,0,0.0,1,1,Slightly Early,1,1,0.86890584,High Risk
balneario barra do sul,SC,1,1,0,135.51,135.51,135.51,135.51,2.0,credit_card,1.0,1.0,1.0,automotivo,1.0,5.0,4.0,-28.0,1.0,0.0,0,1.0,0.0,135.51,0,0.0,1,1,Early Delivery,1,0,0.45090443,Medium Risk
