customer_city,customer_state,risk_segment,churn_probability,total_spent,average_review_score,average_delivery_delay,recommendation,reason,priority,owner,timeline,estimated_cost,expected_outcome
jaboatao dos guararapes,PE,High Risk,0.85046685,142.65,5.0,-14.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
diadema,SP,Medium Risk,0.69188833,123.34,5.0,-13.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
sao paulo,SP,High Risk,0.74281615,63.76,3.0,-11.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
sao paulo,SP,Low Risk,0.18219087,64.1,5.0,-1.0,Regular Promotional Campaign,Low churn probability,Low,Marketing Team,Monthly,10,Maintain customer engagement
palestina,SP,High Risk,0.72032475,59.98,5.0,-15.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
rio de janeiro,RJ,High Risk,0.77743626,176.39,3.0,-19.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
niteroi,RJ,High Risk,0.901996,110.57,2.0,16.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
rio de janeiro,RJ,High Risk,0.81016415,34.13,1.0,0.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
sao pedro da aldeia,RJ,Medium Risk,0.6095147,200.45,5.0,-18.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
campinas,SP,High Risk,0.86143565,160.01999999999998,4.5,-15.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
sao paulo,SP,High Risk,0.7788427,47.68,5.0,-11.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
sao paulo,SP,High Risk,0.81974214,442.63,5.0,-10.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
reboucas,PR,Medium Risk,0.42127284,47.95,5.0,-15.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
rio de janeiro,RJ,High Risk,0.88955003,150.89,3.0,-15.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
conselheiro lafaiete,MG,Medium Risk,0.67889684,33.0,4.0,-14.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
poa,SP,High Risk,0.7372149,58.69,5.0,-15.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
barueri,SP,High Risk,0.850235,102.64,5.0,-12.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
ipu,CE,High Risk,0.8910505,70.62,3.0,-17.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
sao paulo,SP,High Risk,0.8501586,119.09,5.0,-10.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
santa cruz do sul,RS,High Risk,0.7982135,82.6,5.0,-18.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
camacari,BA,High Risk,0.7361882,62.05,3.0,9.0,Service Recovery + Compensation Offer,Significant delivery delay,Critical,Logistics Team,Within 24 Hours,100,Recover customer trust
sao paulo,SP,High Risk,0.8126001,196.68,4.0,-14.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
sao paulo,SP,Medium Risk,0.51062506,35.44,5.0,-22.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
salvador,BA,Low Risk,0.35539758,150.98,4.0,-8.0,Premium Loyalty Membership,High-value loyal customer,Low,Loyalty Team,Monthly,150,Maintain long-term loyalty
santa albertina,SP,High Risk,0.70197785,45.86,5.0,-16.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
barueri,SP,Medium Risk,0.6300001,57.11,5.0,-11.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
pongai,SP,High Risk,0.817712,47.61,4.0,-3.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
rio de janeiro,RJ,High Risk,0.95528513,145.56,5.0,-9.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
itaguai,RJ,High Risk,0.7924195,173.59,5.0,-15.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
goiania,GO,High Risk,0.8947417,42.91,5.0,-14.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
ipatinga,MG,Low Risk,0.16968638,59.46,0.0,-2.0,Regular Promotional Campaign,Low churn probability,Low,Marketing Team,Monthly,10,Maintain customer engagement
estancia velha,RS,High Risk,0.8857345,149.08,5.0,-9.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
rio de janeiro,RJ,High Risk,0.9390828,58.27,0.0,-6.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
campo grande,MS,High Risk,0.8389185,206.08,5.0,-10.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
vitoria,ES,High Risk,0.8223624,57.72,4.0,-16.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
pitangui,MG,High Risk,0.86115515,105.83,5.0,-18.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
sete lagoas,MG,High Risk,0.9453686,210.54,4.0,-7.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
sao paulo,SP,Low Risk,0.040941592,218.74,4.0,-1.0,Premium Loyalty Membership,High-value loyal customer,Low,Loyalty Team,Monthly,150,Maintain long-term loyalty
sao paulo,SP,Medium Risk,0.5798763,89.25,5.0,-22.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
teresina,PI,High Risk,0.80161905,122.35,4.0,-15.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
brasilia,DF,High Risk,0.90180373,162.79,3.0,-7.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
joinville,SC,High Risk,0.7483047,139.93,5.0,-12.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
santos,SP,High Risk,0.9173942,86.61,3.0,-18.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
serra,ES,High Risk,0.7996757,68.12,5.0,-13.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
bauru,SP,High Risk,0.8894975,24.35,4.0,-11.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
ribeirao do pinhal,PR,High Risk,0.70975167,89.97,5.0,-16.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
pinhalzinho,SP,High Risk,0.8642957,210.11,4.0,-6.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
sao simao,SP,High Risk,0.8865114,210.89,5.0,-15.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
rio de janeiro,RJ,High Risk,0.88337857,242.37,4.0,-2.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
curitiba,PR,High Risk,0.7281758,172.13,5.0,-15.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
nilopolis,RJ,High Risk,0.7639507,29.51,5.0,-14.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
contagem,MG,Low Risk,0.24229123,40.84,5.0,-12.0,Regular Promotional Campaign,Low churn probability,Low,Marketing Team,Monthly,10,Maintain customer engagement
rio de janeiro,RJ,Medium Risk,0.6513501,61.4,5.0,-20.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
itaquaquecetuba,SP,Medium Risk,0.55727434,99.68,4.0,-12.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
juruaia,MG,High Risk,0.94312483,72.14,5.0,-12.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
guara,SP,High Risk,0.86890584,193.72,4.0,-14.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
balneario barra do sul,SC,Medium Risk,0.45090443,135.51,5.0,-28.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
santo angelo,RS,Medium Risk,0.6595513,330.13,5.0,-23.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
teresina,PI,High Risk,0.7858931,154.67,5.0,-13.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
juara,MT,High Risk,0.837401,113.53,5.0,-25.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
pelotas,RS,Medium Risk,0.4700584,101.14,4.0,-10.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
osasco,SP,High Risk,0.73338383,71.63,1.0,0.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
ribeirao pires,SP,Low Risk,0.3944016,66.38,5.0,-7.0,Regular Promotional Campaign,Low churn probability,Low,Marketing Team,Monthly,10,Maintain customer engagement
balneario camboriu,SC,High Risk,0.8410189,77.57,5.0,-17.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
praia grande,SP,High Risk,0.93131554,130.94,1.0,0.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
porto velho,RO,Medium Risk,0.5139746,45.25,5.0,-32.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
serra,ES,High Risk,0.9287731,105.74,3.0,-9.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
sao luis,MA,Medium Risk,0.56610733,420.13,5.0,-26.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
sao paulo,SP,Medium Risk,0.6735721,70.05,5.0,-13.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
campos dos goytacazes,RJ,High Risk,0.84426004,155.14,5.0,-17.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
pompeu,MG,Medium Risk,0.5989613,43.1,5.0,-11.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
guarulhos,SP,Medium Risk,0.5719499,143.59,5.0,-9.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
rio de janeiro,RJ,Medium Risk,0.4047687,299.7,1.0,-25.0,Customer Satisfaction Survey,Average review score,Medium,Customer Experience Team,Within 7 Days,20,Identify customer pain points
guarulhos,SP,High Risk,0.832548,115.04,4.0,-8.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
sao paulo,SP,Medium Risk,0.49451172,314.21,5.0,0.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
curitiba,PR,High Risk,0.8582283,116.94,5.0,-17.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
paraiba do sul,RJ,High Risk,0.9030625,228.62,1.0,6.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
sao joao da boa vista,SP,High Risk,0.7769025,267.49,5.0,-34.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
nova friburgo,RJ,High Risk,0.7883392,177.49,3.0,-18.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
niteroi,RJ,High Risk,0.79059035,234.41,1.0,0.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
piedade,SP,High Risk,0.88463044,423.13,5.0,-6.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
sao paulo,SP,High Risk,0.90053636,81.5,4.0,-13.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
tres pontas,MG,Medium Risk,0.6907346,95.4,4.0,-11.0,Email Engagement Campaign,Moderate churn probability,Medium,Digital Marketing Team,Within 7 Days,10,Increase engagement
birigui,SP,High Risk,0.89181983,87.64,5.0,-16.0,Reactivation Campaign + Repeat Purchase Coupon,Customer has only one order,High,Marketing Team,Within 3 Days,80,Encourage second purchase
pocos de caldas,MG,High Risk,0.8979486,41.85,1.0,6.0,Immediate Customer Support & Complaint Resolution,Very low review score,Critical,Customer Success Team,Within 24 Hours,50,Improve customer satisfaction
rio de janeiro,RJ,High Risk,0.90301436,150.34,4.0,-10.0,VIP Retention Offer + Exclusive Discount,High-value customer at churn risk,Critical,Retention Team,Within 48 Hours,300,Protect customer lifetime value
